Folder,Mean_1,Min_1,Max_1,Std_1,Mean_2,Min_2,Max_2,Std_2
Calvin_Klein_Underwear_Adults-Men_Men_White_Fashion_Summer_2016_Casual_Nylon_Elastane_Mid-Rise_Brief,0.959320525782603,0.943411887332515,0.972718530879429,0.00948007524218277,0.953122686164988,0.921353018177505,0.968243024834584,0.0172147715104049
Arrow_Adults-Men_Men_Grey_Fashion_Summer_2012_Formal_Regular_Fit_Checked_Garment_Measurements_in_Sho,0.959025648737659,0.923901887772412,0.984973566004485,0.0198652993857484,0.939938544481669,0.925926988549938,0.959995253565711,0.0130253582587994
Fossil_Adults-Women_Women_White_Fashion_Winter_2016_Casual_Stainless_Steel_1_year_Mechanical_50_m_Ca,0.979888611722096,0.976457731209252,0.983031362260205,0.00216051960646164,0.963682899924304,0.946226676917411,0.975907774538664,0.0107427643705969
Nike_Adults-Unisex_Unisex_Black_Fashion_Winter_2012_Casual_Solid_Embellished_Backpacks_Accessories_B,0.952971347366625,0.931934192696476,0.965531266878982,0.011772109559719,0.959936121882759,0.949206476283979,0.969384046187549,0.00689109558661358
Remanika_Adults-Women_Women_Pink_Fashion_Summer_2012_Casual_Garment_Measurements_in_Tunics_Apparel_T,0.954697446604669,0.942888077383671,0.967347216695678,0.00865795160560945,0.958761813636464,0.949426118576324,0.968856807893496,0.00743456738383613
United_Colors_of_Benetton_Adults-Men_Men_Pink_Fashion_Summer_2011_Casual_Garment_Measurements_in_Tsh,0.971864957289301,0.957344243723783,0.979550219625142,0.00769612820936251,0.969331513128419,0.948802092555173,0.980614953328183,0.0110324052217692
Police_Adults-Women_Women_Brown_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Long_Clear_NA_NA_Sung,0.98691627246101,0.983976522009907,0.989278608949028,0.00179029562585419,0.985294936101705,0.981351513502796,0.987413085050871,0.00219906557678541
ADIDAS_Adults-Men_Men_Black_Fashion_Summer_2012_Sports_Training_or_Gym_Sports_Shoes_Footwear_Shoes,0.973864230539679,0.963711094923634,0.981617867855294,0.00608190871272086,0.969893702460436,0.956558927173642,0.976309711881548,0.00702715393876508
Nike_Adults-Unisex_Unisex_Black_Fashion_Summer_2011_Casual_NA_Casual_Small_NA_Solid_NA_NA_Up_to_23_L,0.916847626474444,0.903095189915355,0.935097173337856,0.0108550301622482,0.935244694977014,0.918658209007493,0.950050356861889,0.0117308781126856
Provogue_Adults-Men_Men_White_Fashion_Fall_2011_Casual_Regular_Fit_Printed_Garment_Measurements_in_S,0.975142236420119,0.960499987034627,0.985136745298665,0.00844807910062143,0.968203227094951,0.955703190379074,0.976394175236904,0.00771473943038724
Fastrack_Adults-Women_Women_Grey_Fashion_Winter_2016_Casual_Rectangle_Sunglasses_1_year_Long_Clear_N,0.98056656226918,0.977109633339845,0.983006883491756,0.00253693919471943,0.980215484359865,0.972125141548148,0.986072167335056,0.00491063484799162
DKNY_Adults-Women_Women_Black_Fashion_Winter_2016_Casual_Synthetic_Hybrid_Mechanical_Non-Resistant_R,0.944217396513661,0.921694170264276,0.974609121853836,0.021530381524968,0.951021044997253,0.921025251853964,0.983156314055358,0.0239113895357856
SPYKAR_Adults-Women_Women_White_Fashion_Summer_2011_Casual_Opaque_No_Sleeves_NA_NA_Casual_New_Basics,0.953140431333225,0.943387617957027,0.96151313679643,0.00689737341427241,0.951726874088835,0.948826944626174,0.954055045665349,0.00208223978360274
ADIDAS_Adults-Men_Men_Black_Fashion_Summer_2012_Casual_Casual_Shoes_Footwear_Shoes,0.966784087753125,0.950065795339525,0.980191506072893,0.010077822852201,0.969456385637355,0.954900208942353,0.981242091984019,0.00937313187322049
Puma_Adults-Men_Men_White_Core_Winter_2014_Sports_Running_NA_Lace-Ups_Regular_Sports_Shoes_Footwear_,0.977345105768027,0.964652550961158,0.986945597192667,0.00811421268892059,0.980622572986964,0.975646176825626,0.985908489196094,0.00414756669136196
,0.963506165802361,0.949608705457564,0.975369920212823,0.00906427512570732,0.962430166794865,0.948382462327973,0.973573553174352,0.00929585080817372
