Folder,Mean_1,Min_1,Max_1,Std_1,Mean_2,Min_2,Max_2,Std_2
ADIDAS_Adults-Men_Men_Blue_Fashion_Summer_2012_Casual_Regular_Fit_Printed_Garment_Measurements_in_Sh,0.96008637479816,0.947807911985966,0.972152490247465,0.00876411546811588,0.953571057502202,0.938365380246252,0.960972972282248,0.00787497820574975
United_Colors_of_Benetton_Adults-Women_Women_Olive_Fashion_Fall_2011_Casual_To-Fit_Denotes_Body_Meas,0.971995431962021,0.952436473069744,0.981469325176542,0.0100627013760721,0.960804807891682,0.950867619543958,0.967391105759428,0.00609707071131182
Basics_Adults-Men_Men_Orange_Fashion_Fall_2011_Casual_Solid_Garment_Measurements_in_Short_Sleeves_Ca,0.979013266205528,0.976726286423778,0.986254685804336,0.00363848595471594,0.979336022820968,0.97500740629832,0.981987915019461,0.00237993440916382
Arrow_Sport_Adults-Men_Men_White_Fashion_Fall_2011_Casual_Regular_Fit_Striped_Garment_Measurements_i,0.985799845348613,0.979534793654025,0.990135994928013,0.00400008536016856,0.980213947249348,0.972058538980747,0.990074793902427,0.00641246581916618
Jockey_Adults-Women_Women_Burgundy_Core_Winter_2015_Casual_Floral_NA_Briefs_Apparel_Innerwear,0.945159069796457,0.920935007505171,0.951783618688773,0.0121275339263785,0.943312723386015,0.904514548832474,0.960015596205837,0.0203693670490253
FILA_Adults-Men_Men_Grey_Fashion_Fall_2012_Casual_Sneakers_Synthetic_Velcro_Mid-Top_Casual_Shoes_Foo,0.968695995436168,0.960651952647583,0.974921223020036,0.00503087984688864,0.972987850120234,0.969145037871049,0.976732319543094,0.0028788188185644
"Lino_Perros_Adults-Men_Men_Blue_Fashion_Winter_2015_Formal_Tie,_Cufflinks,_Pocket_Square_1_Accessory",0.955971497974555,0.944791987079981,0.97423006782924,0.0103514995672897,0.958559963193463,0.947779235406386,0.976614873613759,0.00991731655046955
FILA_Adults-Men_Men_Black_Fashion_Fall_2011_Casual_Casual_Shoes_Footwear_Shoes,0.944891337683807,0.936049748031535,0.954155014190939,0.00627428846371208,0.952179987395667,0.948193384400043,0.956348464521127,0.00264957026670464
Femella_Adults-Women_Women_Blue_Fashion_Summer_2012_Casual_Solid_To-Fit_Denotes_Body_Measurements_in,0.967634412234535,0.960405298347894,0.972371295657489,0.00442991316683883,0.962556705933825,0.94932032913532,0.969965732254546,0.00748922981357117
Portia_Adults-Women_Women_Brown_Fashion_Winter_2012_Casual_Open_Toe_Synthetic_Slip-On_Casual_Flats_F,0.982729680035225,0.978341516377588,0.986334807496483,0.00299626244730781,0.975827455953948,0.973073904200136,0.982774782108396,0.00373166889357702
Fossil_Adults-Women_Women_Black_Fashion_Winter_2016_Casual_Wallets_Accessories_Wallets,0.972950870985643,0.966545989396553,0.978803030839494,0.00484126078269729,0.973105410655691,0.953309608423801,0.989644082802764,0.0129870108298479
Playboy_Adults-Women_Women_Pink_Core_Spring_2017_Casual_1_NA_3_NA_60_24_Perfume_NA_NA_NA_Mild_NA_Fre,0.987255117933847,0.977490879081392,0.991607369497347,0.00508073343124513,0.982830752768472,0.977145853415608,0.985769683965458,0.00329407770909438
FNF_Adults-Women_Women_Purple_Fashion_Fall_2012_Ethnic_Cotton_Blend_Cotton_Blend_Sarees_Apparel_Sare,0.971141954729534,0.965522215417844,0.976288233752978,0.00347673945412413,0.960111900406607,0.93463925784572,0.972674154546265,0.0134423248174473
Angry_Birds_Adults-Women_Women_Green_Fashion_Summer_2015_Casual_Printed_Garment_Measurements_in_Shor,0.965259891161224,0.939280976352148,0.97706409886667,0.0135137928552801,0.957656261273306,0.945992636794809,0.969887693457021,0.00776238588803143
Enroute_Women_Adults-Women_Women_Navy_Blue_Fashion_Summer_2012_Casual_Driving_Shoes_Casual_Shoes_Foo,0.983237193957871,0.979483996982123,0.98705222795388,0.00266972995268802,0.983074422104359,0.963908451002243,0.992320210339297,0.00996498018762525
,0.969454796016212,0.959067002156889,0.976974898929979,0.00648386813690151,0.966408617910386,0.953554746159791,0.975544958688075,0.00781674666462333
